"LocationName","FeatureLocation","Provider","Ward","NoBays","Speed","easting","northing","Radius","IsDedicated","Status"
"Delaware Road","Opposite 41 - 48 Delaware Mansions","Elektromotive Car Club","Maida Vale",2,"7-22kW",525659,182323.2,15,"Dedicated","Installed"
"Delaware Road","Opposite SO 104 SUTHERLAND AVE","Ubitricity","Maida Vale",1,"5.5kW",525737.23,182280.31,6,"Non Dedicated","Installed"
"Delaware Road","Side of 104 Sutherland Avenue","BPL","Little Venice",3,"7-22kW",525733,182270,15,"Dedicated","Installed"
"Denbigh Street","At or Outside 33","Ubitricity","Pimlico North",1,"5.5kW",529272.81,178472.7,6,"Dedicated","Installed"
"Denbigh Street","At or Outside 56","Ubitricity","Pimlico North",1,"5.5kW",529291.29,178444.51,6,"Dedicated","Installed"
"Denbigh Street","At or Outside 62","Ubitricity","Pimlico North",1,"5.5kW",529307.56,178382.78,6,"Non Dedicated","Installed"
"Devonshire Place","At or Outside 14","Ubitricity","Marylebone",1,"5.5kW",528438.68,182012.96,6,"Dedicated","Installed"
"Devonshire Place","At or Outside 28","Ubitricity","Marylebone",1,"5.5kW",528425.5,182009.41,6,"Dedicated","Installed"
"Devonshire Place","At or Outside 5-6","Ubitricity","Marylebone",1,"5.5kW",528457.25,181953.12,6,"Non Dedicated","Installed"
"Devonshire Place","Opposite 33","Ubitricity","Marylebone",1,"5.5kW",528449.32,181978.24,6,"Non Dedicated","Installed"
"Devonshire Place","Opposite 6","Ubitricity","Marylebone",1,"5.5kW",528442.47,181953.12,6,"Non Dedicated","Installed"
"Devonshire Street","At or Outside 42","Ubitricity","Marylebone",1,"5.5kW",528647.56,181945.79,6,"Dedicated","Installed"
"Devonshire Street","At or Outside 82Z Portland Place","Ubitricity","West End",1,"5.5kW",528788.76,181987.97,6,"Dedicated","Installed"
"Devonshire Street","Outside No. 12 (opposite 47)","Ubitricity","Marylebone",1,"5.5kW",528686.28,181969.83,6,"Non Dedicated","Installed"
"Devonshire Street","Opposite 30","Ubitricity","Marylebone",1,"5.5kW",528340.11,181866.31,6,"Dedicated","Installed"
"Devonshire Street","Outside 35 Devonshire Street","Elektromotive","Marylebone",2,"7-22kW",528382.7523,181865.5691,15,"Dedicated","Installed"
"Devonshire Terrace","At or Outside 12","Ubitricity","Lancaster Gate",1,"5.5kW",526360.35,181037.49,6,"Non Dedicated","Installed"
"Devonshire Terrace","At or Outside 21","Ubitricity","Lancaster Gate",1,"5.5kW",526323.09,181083.62,6,"Non Dedicated","Installed"
"Devonshire Terrace","Opposite 20","Ubitricity","Lancaster Gate",1,"5.5kW",526324.14,181067.23,6,"Dedicated","Installed"
"Dunraven Street","Outside 19","BPL","West End",2,"7-22kW",527967,180921,15,"Dedicated","Installed"
"Eamont Street","At or Outside 1-10 EAMONT COURT","Ubitricity","Regent's Park",1,"5.5kW",527254.42,183297.63,6,"Non Dedicated","Installed"
"Eamont Street","At or Outside 32-41 EAMONT COURT","Ubitricity","Regent's Park",1,"5.5kW",527218.66,183331.25,6,"Non Dedicated","Installed"
"Eaton Square","At or Outside 93","Ubitricity","Knightsbridge & Belgravia",1,"5.5kW",528348.02,179075.8,6,"Dedicated","Installed"
"Eaton Square","At or Outside 98","Ubitricity","Knightsbridge & Belgravia",1,"5.5kW",528382.93,179111.5,6,"Dedicated","Installed"
"Eaton Square","Opposite 40","Ubitricity","Knightsbridge & Belgravia",1,"5.5kW",528363.38,179026.77,6,"Non Dedicated","Installed"
"Eaton Square","Opposite 50","Ubitricity","Knightsbridge & Belgravia",1,"5.5kW",528375.43,179017,6,"Non Dedicated","Installed"
"Eaton Square","Opposite 86","Ubitricity","Knightsbridge & Belgravia",1,"5.5kW",528341.17,179003.87,6,"Dedicated","Installed"
"Eaton Square","Opposite 95","Ubitricity","Knightsbridge & Belgravia",1,"5.5kW",528388.07,179052.94,6,"Dedicated","Installed"
"Eaton Square","Between two Eaton Square green areas (north-east of 66a & 67 Eaton Square)","BP Pulse","Knightsbridge & Belgravia",2,"7-22kW",528264.7272,178897.6974,15,"Dedicated","Installed"
"Eaton Square","Outside 119 Eaton Square London SW1W 9AL","Elektromotive Car Club","Knightsbridge & Belgravia",2,"7-22kW",528552.2,179249.8,15,"Dedicated","Installed"
"Ebury Bridge Road","At or Outside 34","Ubitricity","Knightsbridge & Belgravia",1,"5.5kW",528518.21,178400.37,6,"Dedicated","Installed"
"Ebury Square","At or Outside LAXFORD HOUSE","Ubitricity","Knightsbridge & Belgravia",1,"5.5kW",528502.09,178557.12,6,"Dedicated","Installed"
"Ebury Street","Opposite 21","Ubitricity","Knightsbridge & Belgravia",1,"5.5kW",528726.65,179119.63,6,"Dedicated","Installed"
"Eccleston Street","At or Outside EATON SQUARE GARDENS","ESB","Knightsbridge & Belgravia",1,"50kW",528431.4,179149.6,25,"Dedicated","Installed"
"Elgin Avenue","At or Outside 29-37 ASHWORTH MANSIONS","Ubitricity","Maida Vale",1,"5.5kW",525788.28,182686.19,6,"Non Dedicated","Installed"
"Elgin Avenue","OUTSIDE NO.78","Ubitricity","Harrow Road",1,"5.5kW",525247.34,182284.42,6,"Non Dedicated","Installed"
"Elgin Avenue","OUTSIDE NO.89","Ubitricity","Maida Vale",1,"5.5kW",525331.73,182346.1,6,"Dedicated","Installed"
"Elgin Avenue","0","Ubitricity","Harrow Road",1,"5.5kW",525000.53,182191.05,6,"Non Dedicated","Installed"
"Elgin Avenue","AT 0R OUTSIDE NO.59","Ubitricity","Maida Vale",1,"5.5kW",525162.53,182260.41,6,"Dedicated","Installed"
"Elgin Avenue","AT 0R OUTSIDE NO.60","Ubitricity","Harrow Road",1,"5.5kW",525187.32,182254.5,6,"Dedicated","Installed"
"Elgin Avenue","AT OR OUTSIDE 1-76 MARBLE HOUSE","Ubitricity","Harrow Road",1,"5.5kW",525028.17,182201.96,6,"Dedicated","Installed"
"Elgin Avenue","AT OR OUTSIDE 1-76 MARBLE HOUSE","Ubitricity","Harrow Road",1,"5.5kW",525047.06,182209.29,6,"Non Dedicated","Installed"
"Elgin Avenue","At or Outside 107","Ubitricity","Maida Vale",1,"5.5kW",525453.29,182424.25,6,"Non Dedicated","Installed"
"Elgin Avenue","At or Outside 118-127 BIDDULPH MANSIONS","Ubitricity","Maida Vale",1,"5.5kW",525661.12,182567.52,6,"Non Dedicated","Installed"
"Elgin Avenue","At or Outside 134","Ubitricity","Maida Vale",1,"5.5kW",525467.01,182416.39,6,"Dedicated","Installed"
"Elgin Avenue","At or Outside 150","Ubitricity","Maida Vale",1,"5.5kW",525525.34,182461.12,6,"Dedicated","Installed"
"Elgin Avenue","At or Outside 164","Ubitricity","Maida Vale",1,"5.5kW",525557.86,182486.79,6,"Non Dedicated","Installed"
"Elgin Avenue","At or Outside 49-56 ELGIN MANSIONS","Ubitricity","Maida Vale",1,"5.5kW",525670.82,182593.59,6,"Non Dedicated","Installed"
"Elgin Avenue","At or Outside 65-72 ELGIN MANSIONS","Ubitricity","Maida Vale",1,"5.5kW",525651.82,182578.72,6,"Non Dedicated","Installed"
"Elgin Avenue","At or Outside 81-88 ELGIN MANSIONS","Ubitricity","Maida Vale",1,"5.5kW",525626.69,182559.2,6,"Non Dedicated","Installed"
"Elgin Avenue","At or Outside 99-107 BIDDULPH MANSIONS","Ubitricity","Maida Vale",1,"5.5kW",525681.68,182583.74,6,"Dedicated","Installed"
"Elgin Avenue","At or Outside BIDDULPH MANSIONS 50-59","Ubitricity","Maida Vale",1,"5.5kW",525739.58,182628.56,6,"Non Dedicated","Installed"
"Elgin Avenue","Opposite 164","Ubitricity","Maida Vale",1,"5.5kW",525544.09,182494.58,6,"Non Dedicated","Installed"
"Elgin Avenue","Opposite 32 CHANTRY CLOSE","Ubitricity","Harrow Road",1,"5.5kW",524977.67,182182.17,6,"Non Dedicated","Installed"
"Elgin Avenue","Outside 36 Elgin Avenue","Elektromotive Car Club","Harrow Road",2,"7-22kW",524997.6,182175.9,15,"Dedicated","Installed"
"Elgin Avenue","OUTSIDE NO.106","Ubitricity","Harrow Road",1,"5.5kW",525344.75,182336.29,6,"Dedicated","Installed"
"Elgin Avenue","OUTSIDE NO.69","Ubitricity","Maida Vale",1,"5.5kW",525266.46,182311.46,6,"Dedicated","Installed"
"Elgin Avenue","OUTSIDE NO.70","Ubitricity","Harrow Road",1,"5.5kW",525224.11,182272.41,6,"Dedicated","Installed"
"Elizabeth Street","At or Outside 50A","Ubitricity","Knightsbridge & Belgravia",1,"5.5kW",528365.71,178899.64,6,"Dedicated","Installed"
"Enbrook Street","At or Outside 25","Ubitricity","Queen's Park",1,"5.5kW",524306.55,182508.26,6,"Non Dedicated","Installed"
"Enbrook Street","At or Outside 26","Ubitricity","Queen's Park",1,"5.5kW",524339.54,182512.41,6,"Non Dedicated","Installed"
"Enbrook Street","At or Outside 35","Ubitricity","Queen's Park",1,"5.5kW",524284.51,182511.47,6,"Dedicated","Installed"
"Enbrook Street","At or Outside 36","Ubitricity","Queen's Park",1,"5.5kW",524321.64,182515.08,6,"Non Dedicated","Installed"
"Ennismore Gardens","At or Outside 2 BOLNEY GATE","Ubitricity","Knightsbridge & Belgravia",1,"5.5kW",527101.64,179607.36,6,"Dedicated","Installed"
"Ennismore Gardens","At or Outside 22/23_x000D_
Grade II listed  List Entry Number: 1356999","Ubitricity","Knightsbridge & Belgravia",1,"5.5kW",527054.77,179379.61,6,"Dedicated","Installed"
"Ennismore Gardens","At or Outside 53/54_x000D_
Grade II listed  List entry number 1066813","Ubitricity","Knightsbridge & Belgravia",1,"5.5kW",527134.88,179469.98,6,"Dedicated","Installed"
"Ennismore Gardens","Opposite 3_x000D_
Grade II listed  List Entry Number: 1356997","Ubitricity","Knightsbridge & Belgravia",1,"5.5kW",527090.25,179506.6,6,"Dedicated","Installed"
"Ennismore Gardens","Opposite 7_x000D_
Grade II listed  List Entry Number: 1211597","Ubitricity","Knightsbridge & Belgravia",1,"5.5kW",527046.79,179499.36,6,"Dedicated","Installed"
"Ennismore Gardens","Outside 39","Ubitricity","Knightsbridge & Belgravia",1,"5.5kW",527154.08,179368.56,6,"Dedicated","Installed"
"Essendine Road","At or Outside 3","Ubitricity","Maida Vale",1,"5.5kW",525315.06,182508.02,6,"Non Dedicated","Installed"
"Essendine Road","At or Outside 80","Ubitricity","Maida Vale",1,"5.5kW",525386.04,182683.08,6,"Dedicated","Installed"
"Essendine Road","Opposite 15","Ubitricity","Maida Vale",1,"5.5kW",525328.34,182564.58,6,"Non Dedicated","Installed"
"Exeter Street","Opposite 17 Exeter Street","BP Pulse","St James's",2,"7-22kW",530581.5845,180893.8543,15,"Dedicated","Installed"
"Fermoy Road","At or Outside FERMOY HOUSE","Ubitricity","Harrow Road",1,"5.5kW",524821.1,182067.83,6,"Non Dedicated","Installed"
"Fermoy Road","At or Outside SANCTUARY HOUSE 1 -6","Ubitricity","Harrow Road",1,"5.5kW",524716.07,182152.64,6,"Dedicated","Installed"
"Fernhead Road","At or Outside 113/115","Ubitricity","Harrow Road",1,"5.5kW",524825.36,182807.73,6,"Non Dedicated","Installed"
"Fernhead Road","At or Outside 124/126","Ubitricity","Queen's Park",1,"5.5kW",524845.62,182665.27,6,"Dedicated","Installed"
"Fernhead Road","At or Outside 16","Ubitricity","Harrow Road",1,"5.5kW",524860.05,182312.74,6,"Non Dedicated","Installed"
"Fernhead Road","At or Outside 160","Ubitricity","Queen's Park",1,"5.5kW",524824,182770.75,6,"Non Dedicated","Installed"
"Fernhead Road","At or Outside 180","Ubitricity","Queen's Park",1,"5.5kW",524810.5,182827.21,6,"Non Dedicated","Installed"
"Fernhead Road","At or Outside 39","Ubitricity","Harrow Road",1,"5.5kW",524872.59,182461.42,6,"Non Dedicated","Installed"
"Fernhead Road","At or Outside 95","Ubitricity","Harrow Road",1,"5.5kW",524850.84,182689.7,6,"Non Dedicated","Installed"
"Fernhead Road","O/s 144","Ubitricity","Queen's Park",1,"5.5kW",524835.36,182717.3,6,"Dedicated","Installed"
"Fernhead Road","Opposite 32","Ubitricity","Harrow Road",1,"5.5kW",524870.68,182338.2,6,"Dedicated","Installed"
"Fernhead Road","Opposite WARLOCK RD","Ubitricity","Harrow Road",1,"5.5kW",524862.57,182434.64,6,"Dedicated","Installed"
"Fernhead Road","Opposite St Luke's Church Centre","ESB","Harrow Road",1,"50kW",524749.1,183042.2,25,"Dedicated","Installed"
"Fifth Avenue","At or Outside 112","Ubitricity","Queen's Park",1,"5.5kW",524179.26,182788.07,6,"Non Dedicated","Installed"
"Fifth Avenue","At or Outside 119","Ubitricity","Queen's Park",1,"5.5kW",524171.65,182818.26,6,"Non Dedicated","Installed"
"Fifth Avenue","At or Outside 150/152","Ubitricity","Queen's Park",1,"5.5kW",524194.49,182898.13,6,"Dedicated","Installed"
"Fifth Avenue","At or Outside 44","Ubitricity","Queen's Park",1,"5.5kW",524149.88,182575.31,6,"Non Dedicated","Installed"
"Fifth Avenue","At or Outside 80","Ubitricity","Queen's Park",1,"5.5kW",524165.1,182687.37,6,"Dedicated","Installed"
"Fifth Avenue","Outside 126 Fifth Avenue","BP Pulse","Queen's Park",1,"7-22kW",524190.0618,182826.182,15,"Dedicated","Installed"
"First Avenue","At or Outside 28/30. opp num 7","Ubitricity","Queen's Park",1,"5.5kW",524575.25,182437.75,6,"Non Dedicated","Installed"
"First Avenue","At or Outside 37","Ubitricity","Queen's Park",1,"5.5kW",524576.85,182512.68,6,"Non Dedicated","Installed"
"First Avenue","At or Outside 54","Ubitricity","Queen's Park",1,"5.5kW",524583,182493.17,6,"Non Dedicated","Installed"
"Fisherton Street","Opposite 22","Ubitricity","Church Street",1,"5.5kW",526846.22,182248.8,6,"Dedicated","Installed"
"Fisherton Street","Opposite Eastlake House","Ubitricity","Church Street",1,"5.5kW",526892.73,182224.19,6,"Non Dedicated","Installed"
"Fitzhardinge Street","At or Outside 18","Ubitricity","Marylebone",1,"5.5kW",528224.3,181353.99,6,"Non Dedicated","Installed"
"Fitzhardinge Street","At or Outside 4","Ubitricity","Marylebone",1,"5.5kW",528189.35,181355.93,6,"Non Dedicated","Installed"
"Fitzhardinge Street","Opposite BAKERS MEWS","Ubitricity","Marylebone",1,"5.5kW",528169.1,181337.71,6,"Dedicated","Installed"
"Fitzhardinge Street","Opposite BAKERS MEWS","Ubitricity","Marylebone",1,"5.5kW",528169.1,181337.71,6,"Dedicated","Installed"
"Foley Street","John Astor House 3-15 Foley Street","BP Pulse","West End",1,"7-22kW",529190.6519,181742.423,15,"Dedicated","Installed"
"Fordingley Road","Opposite 10C","Ubitricity","Harrow Road",1,"5.5kW",525045.19,182633.13,6,"Non Dedicated","Installed"
"Formosa Street","Opposite 65","Ubitricity","Little Venice",1,"5.5kW",525929.33,182101.24,6,"Dedicated","Installed"
"Fourth Avenue","At or Outside 28/30","Ubitricity","Queen's Park",1,"5.5kW",524250.58,182535.91,6,"Non Dedicated","Installed"
"Fourth Avenue","Opposite 43","Ubitricity","Queen's Park",1,"5.5kW",524255.52,182571.97,6,"Non Dedicated","Installed"
"Frampton Street","At or Outside Eastlake House","Ubitricity","Church Street",1,"5.5kW",526854.48,182235.34,6,"Non Dedicated","Installed"
"Frampton Street","At or Outside Tadema House","Ubitricity","Church Street",1,"5.5kW",526810.12,182172.45,6,"Non Dedicated","Installed"
"Frampton Street","Side of Gateway Academy","Elektromotive Car Club","Church Street",2,"7-22kW",526930.7,182347.8,15,"Dedicated","Installed"
"Francis Street","Opposite Greencoat House","Elektromotive","Vincent Square",2,"7-22kW",529410,179103,15,"Dedicated","Installed"
"Francis Street","Opposite Greencoat House","Elektromotive Car Club","Vincent Square",2,"7-22kW",529404.8,179092.7,15,"Dedicated","Installed"
"Fynes Street","At or Outside 2","Ubitricity","Vincent Square",1,"5.5kW",529738.59,178844.87,6,"Dedicated","Installed"
"Galton Street","At or Outside 15-17","Ubitricity","Queen's Park",1,"5.5kW",524189.15,182537.11,6,"Non Dedicated","Installed"
"Galton Street","At or Outside 30-32","Ubitricity","Queen's Park",1,"5.5kW",524202.37,182571.84,6,"Dedicated","Installed"
"Galton Street","At or Outside 79","Ubitricity","Queen's Park",1,"5.5kW",524208.9,182619.53,6,"Non Dedicated","Installed"
"Galton Street","Opposite EDF SUB STATION 30176","Ubitricity","Queen's Park",1,"5.5kW",524192.08,182495.44,6,"Dedicated","Installed"
"George Street","Opposite 65","Ubitricity","Marylebone",1,"5.5kW",528026.95,181436.14,6,"Dedicated","Installed"
"George Street","O/s 77_x000D_
","Ubitricity","Marylebone",1,"5.5kW",527989.48,181415.82,6,"Dedicated","Installed"
"George Street","Outside Portman Towers","ESB","Marylebone",1,"50kW",527906.3,181398.8,25,"Dedicated","Installed"
"Glentworth Street","At or Outside PHOENIX PALACE","Ubitricity","Regent's Park",1,"5.5kW",527829.13,181990.52,6,"Dedicated","Installed"
"Gloucester Place","Loc: At or Outside. PropNo: 21. Position: On Kerb Edge.","Ubitricity","Marylebone",1,"5.5kW",527926,181421,6,"Non Dedicated","Installed"
"Gloucester Place","Loc: Near. PropNo: 37. Position: On Kerb Edge.","Ubitricity","Marylebone",1,"5.5kW",527908,181479,6,"Non Dedicated","Installed"
"Gloucester Place","Outside 55","Ubitricity","Marylebone",1,"5.5kW",527888.24,181549.25,6,"Non Dedicated","Installed"
"Gloucester Place","Outside No. 45","Ubitricity","Marylebone",1,"5.5kW",527900.5,181502.15,6,"Non Dedicated","Installed"
"Gloucester Place","Outside Radley House, Gloucester Pl (Residents) NW1 6DP","Elektromotive Car Club","Regent's Park",2,"7-22kW",527661.9,182299.7,15,"Dedicated","Installed"
"Gloucester Terrace","At or Outside 178-180","Ubitricity","Bayswater",1,"5.5kW",526054.07,181461.03,6,"Non Dedicated","Installed"
"Gloucester Terrace","At or Outside 18","Ubitricity","Bayswater",1,"5.5kW",525870.97,181457.88,6,"Non Dedicated","Installed"
"Gloucester Terrace","At or Outside 54","Ubitricity","Lancaster Gate",1,"5.5kW",526460.8,181047.52,6,"Dedicated","Installed"
"Gloucester Terrace","At or Outside 54/56","Ubitricity","Lancaster Gate",1,"5.5kW",526196.51,181328.21,6,"Dedicated","Installed"
"Gloucester Terrace","At or Outside GILRAY HOUSE 1-12","Ubitricity","Lancaster Gate",1,"5.5kW",526655.84,180822.47,6,"Dedicated","Installed"
"Gloucester Terrace","O/S no.97","Ubitricity","Lancaster Gate",1,"5.5kW",526426.82,181063.1,6,"Non Dedicated","Installed"
"Gloucester Terrace","Opposite 117","Ubitricity","Lancaster Gate",1,"5.5kW",526394.76,181117.91,6,"Dedicated","Installed"
"Gloucester Terrace","Opposite westbourne crescent.","Ubitricity","Lancaster Gate",1,"5.5kW",526534.57,180953.04,6,"Dedicated","Installed"
"Gloucester Terrace","Outside No. 143-145","Ubitricity","Lancaster Gate",1,"5.5kW",526304.99,181195.34,6,"Dedicated","Installed"
"Gloucester Terrace","Outside  No. 199","Elektromotive Car Club","Bayswater",1,"7-22kW",525795.7,181433,15,"Dedicated","Installed"
"Golden Square","Outside 33","BPL","West End",2,"7-22kW",529327,180845,15,"Dedicated","Installed"
"Grantully Road","At or Outside 41-48 LEIGH MANSIONS","Ubitricity","Maida Vale",1,"5.5kW",525611.45,182654.56,6,"Dedicated","Installed"
"Grantully Road","At or Outside 75-83 ASHWORTH MANSIONS","Ubitricity","Maida Vale",1,"5.5kW",525764.82,182775.3,6,"Dedicated","Installed"
"Grantully Road","At or Outside 81-88 LEIGH MANSIONS","Ubitricity","Maida Vale",1,"5.5kW",525569.49,182621.27,6,"Non Dedicated","Installed"
"Great Cumberland Place","At or Outside 29","Ubitricity","Marylebone",1,"5.5kW",527778.83,181184.04,6,"Dedicated","Installed"
"Great Cumberland Place","At or Outside 53","Ubitricity","Marylebone",1,"5.5kW",527743.06,181298.23,6,"Dedicated","Installed"
"Great Cumberland Place","Opposite 29 Great Cumberland Place (Pay-by-phone) W1H 7LF","Elektromotive Car Club","Marylebone",2,"7-22kW",527793.5,181172.3,15,"Dedicated","Installed"
"Great Peter Street","At or Outside H 1 to 26","Ubitricity","St James's",1,"5.5kW",529718.4,179189.89,6,"Dedicated","Installed"
"Great Peter Street","Near C/O LORD NORTH STREET","Ubitricity","St James's",1,"5.5kW",530094.02,179213.16,6,"Dedicated","Installed"
"Great Peter Street","Outside 29/31","Ubitricity","St James's",1,"5.5kW",530042.72,179209.72,6,"Non Dedicated","Installed"
"Great Peter Street","Side of 24 TUGTON STREET","Ubitricity","St James's",1,"5.5kW",529995.17,179209.27,6,"Dedicated","Installed"
"Great Portland Street","At or Outside 107","Ubitricity","West End",1,"5.5kW",528967.98,181708.89,6,"Dedicated","Installed"
"Great Western Road","AT OR O/S CULHAM HOUSE","Ubitricity","Westbourne",1,"5.5kW",525035.28,181608.84,6,"Non Dedicated","Installed"
"Great Western Road","At or outside 1 - 12","Ubitricity","Westbourne",1,"5.5kW",525003.87,181660.47,6,"Dedicated","Installed"
"Great Western Road","At or Outside 86-104","Ubitricity","Westbourne",1,"5.5kW",524991.2,181652.41,6,"Non Dedicated","Installed"
"Great Western Road","OUTSIDE COMBE HOUSE","Ubitricity","Westbourne",1,"5.5kW",525017.9,181637.05,6,"Dedicated","Installed"
"Greenberry Street","Side of 1 Greenberry streetv","Ubitricity","Regent's Park",1,"5.5kW",527124.2,183097.61,6,"Non Dedicated","Installed"
