ons_la_code_apr_2019,borough,quarter,count
E09000001,City of London,2020-10-01,175
E09000008,Croydon,2020-10-01,652
E09000009,Ealing,2020-10-01,1016
E09000010,Enfield,2020-10-01,563
E09000011,Greenwich,2020-10-01,465
E09000012,Hackney,2020-10-01,403
E09000013,Hammersmith and Fulham,2020-10-01,1180
E09000014,Haringey,2020-10-01,652
E09000015,Harrow,2020-10-01,620
E09000016,Havering,2020-10-01,524
E09000017,Hillingdon,2020-10-01,2425
E09000018,Hounslow,2020-10-01,757
E09000019,Islington,2020-10-01,602
E09000020,Kensington and Chelsea,2020-10-01,996
E09000021,Kingston upon Thames,2020-10-01,471
E09000022,Lambeth,2020-10-01,570
E09000023,Lewisham,2020-10-01,384
E09000024,Merton,2020-10-01,733
E09000025,Newham,2020-10-01,293
E09000026,Redbridge,2020-10-01,501
E09000027,Richmond upon Thames,2020-10-01,926
E09000028,Southwark,2020-10-01,809
E09000029,Sutton,2020-10-01,364
E09000030,Tower Hamlets,2020-10-01,495
E09000031,Waltham Forest,2020-10-01,266
E09000032,Wandsworth,2020-10-01,916
E09000033,Westminster,2020-10-01,1950
E09000002,Barking and Dagenham,2021-01-01,227
E09000003,Barnet,2021-01-01,2085
E09000004,Bexley,2021-01-01,413
E09000005,Brent,2021-01-01,813
E09000006,Bromley,2021-01-01,882
E09000007,Camden,2021-01-01,1285
E09000001,City of London,2021-01-01,170
E09000008,Croydon,2021-01-01,724
E09000009,Ealing,2021-01-01,1274
E09000010,Enfield,2021-01-01,624
E09000011,Greenwich,2021-01-01,515
E09000012,Hackney,2021-01-01,427
E09000013,Hammersmith and Fulham,2021-01-01,1255
E09000014,Haringey,2021-01-01,720
E09000015,Harrow,2021-01-01,701
E09000016,Havering,2021-01-01,631
E09000017,Hillingdon,2021-01-01,2911
E09000018,Hounslow,2021-01-01,811
E09000019,Islington,2021-01-01,691
E09000020,Kensington and Chelsea,2021-01-01,1068
E09000021,Kingston upon Thames,2021-01-01,506
E09000022,Lambeth,2021-01-01,614
E09000023,Lewisham,2021-01-01,437
E09000024,Merton,2021-01-01,824
E09000025,Newham,2021-01-01,355
E09000026,Redbridge,2021-01-01,551
E09000027,Richmond upon Thames,2021-01-01,1165
E09000028,Southwark,2021-01-01,925
E09000029,Sutton,2021-01-01,395
E09000030,Tower Hamlets,2021-01-01,627
E09000031,Waltham Forest,2021-01-01,315
E09000032,Wandsworth,2021-01-01,1170
E09000033,Westminster,2021-01-01,2110
