ons_la_code_apr_2019,borough,quarter,count
E09000029,Sutton,2012-10-01,8
E09000030,Tower Hamlets,2012-10-01,5
E09000031,Waltham Forest,2012-10-01,7
E09000032,Wandsworth,2012-10-01,51
E09000033,Westminster,2012-10-01,107
E09000002,Barking and Dagenham,2013-01-01,6
E09000003,Barnet,2013-01-01,108
E09000004,Bexley,2013-01-01,13
E09000005,Brent,2013-01-01,55
E09000006,Bromley,2013-01-01,20
E09000007,Camden,2013-01-01,134
E09000001,City of London,2013-01-01,0
E09000008,Croydon,2013-01-01,15
E09000009,Ealing,2013-01-01,28
E09000010,Enfield,2013-01-01,17
E09000011,Greenwich,2013-01-01,7
E09000012,Hackney,2013-01-01,21
E09000013,Hammersmith and Fulham,2013-01-01,37
E09000014,Haringey,2013-01-01,38
E09000015,Harrow,2013-01-01,15
E09000016,Havering,2013-01-01,8
E09000017,Hillingdon,2013-01-01,17
E09000018,Hounslow,2013-01-01,11
E09000019,Islington,2013-01-01,41
E09000020,Kensington and Chelsea,2013-01-01,58
E09000021,Kingston upon Thames,2013-01-01,16
E09000022,Lambeth,2013-01-01,27
E09000023,Lewisham,2013-01-01,16
E09000024,Merton,2013-01-01,18
E09000025,Newham,2013-01-01,0
E09000026,Redbridge,2013-01-01,8
E09000027,Richmond upon Thames,2013-01-01,29
E09000028,Southwark,2013-01-01,32
E09000029,Sutton,2013-01-01,8
E09000030,Tower Hamlets,2013-01-01,0
E09000031,Waltham Forest,2013-01-01,7
E09000032,Wandsworth,2013-01-01,49
E09000033,Westminster,2013-01-01,106
E09000002,Barking and Dagenham,2013-04-01,6
E09000003,Barnet,2013-04-01,107
E09000004,Bexley,2013-04-01,13
E09000005,Brent,2013-04-01,49
E09000006,Bromley,2013-04-01,23
E09000007,Camden,2013-04-01,133
E09000001,City of London,2013-04-01,0
E09000008,Croydon,2013-04-01,17
E09000009,Ealing,2013-04-01,30
E09000010,Enfield,2013-04-01,15
E09000011,Greenwich,2013-04-01,10
E09000012,Hackney,2013-04-01,17
E09000013,Hammersmith and Fulham,2013-04-01,36
E09000014,Haringey,2013-04-01,40
E09000015,Harrow,2013-04-01,16
E09000016,Havering,2013-04-01,7
E09000017,Hillingdon,2013-04-01,19
E09000018,Hounslow,2013-04-01,11
E09000019,Islington,2013-04-01,37
E09000020,Kensington and Chelsea,2013-04-01,59
E09000021,Kingston upon Thames,2013-04-01,18
E09000022,Lambeth,2013-04-01,25
E09000023,Lewisham,2013-04-01,14
E09000024,Merton,2013-04-01,18
E09000025,Newham,2013-04-01,0
E09000026,Redbridge,2013-04-01,9
E09000027,Richmond upon Thames,2013-04-01,30
E09000028,Southwark,2013-04-01,31
E09000029,Sutton,2013-04-01,10
E09000030,Tower Hamlets,2013-04-01,5
E09000031,Waltham Forest,2013-04-01,6
E09000032,Wandsworth,2013-04-01,47
E09000033,Westminster,2013-04-01,109
E09000002,Barking and Dagenham,2013-07-01,5
E09000003,Barnet,2013-07-01,111
E09000004,Bexley,2013-07-01,14
E09000005,Brent,2013-07-01,47
E09000006,Bromley,2013-07-01,26
E09000007,Camden,2013-07-01,135
E09000001,City of London,2013-07-01,0
E09000008,Croydon,2013-07-01,18
E09000009,Ealing,2013-07-01,29
E09000010,Enfield,2013-07-01,18
E09000011,Greenwich,2013-07-01,7
E09000012,Hackney,2013-07-01,20
E09000013,Hammersmith and Fulham,2013-07-01,35
E09000014,Haringey,2013-07-01,42
E09000015,Harrow,2013-07-01,18
E09000016,Havering,2013-07-01,9
E09000017,Hillingdon,2013-07-01,19
E09000018,Hounslow,2013-07-01,15
E09000019,Islington,2013-07-01,34
E09000020,Kensington and Chelsea,2013-07-01,56
E09000021,Kingston upon Thames,2013-07-01,16
E09000022,Lambeth,2013-07-01,26
E09000023,Lewisham,2013-07-01,14
E09000024,Merton,2013-07-01,16
E09000025,Newham,2013-07-01,5
E09000026,Redbridge,2013-07-01,8
E09000027,Richmond upon Thames,2013-07-01,29
E09000028,Southwark,2013-07-01,32
E09000029,Sutton,2013-07-01,9
E09000030,Tower Hamlets,2013-07-01,7
E09000031,Waltham Forest,2013-07-01,7
E09000032,Wandsworth,2013-07-01,46
E09000033,Westminster,2013-07-01,116
E09000002,Barking and Dagenham,2013-10-01,0
E09000003,Barnet,2013-10-01,120
E09000004,Bexley,2013-10-01,16
E09000005,Brent,2013-10-01,50
E09000006,Bromley,2013-10-01,25
E09000007,Camden,2013-10-01,142
E09000001,City of London,2013-10-01,0
E09000008,Croydon,2013-10-01,21
E09000009,Ealing,2013-10-01,31
E09000010,Enfield,2013-10-01,19
E09000011,Greenwich,2013-10-01,11
E09000012,Hackney,2013-10-01,23
E09000013,Hammersmith and Fulham,2013-10-01,34
E09000014,Haringey,2013-10-01,42
E09000015,Harrow,2013-10-01,20
E09000016,Havering,2013-10-01,8
E09000017,Hillingdon,2013-10-01,23
E09000018,Hounslow,2013-10-01,15
E09000019,Islington,2013-10-01,40
E09000020,Kensington and Chelsea,2013-10-01,58
E09000021,Kingston upon Thames,2013-10-01,17
E09000022,Lambeth,2013-10-01,27
E09000023,Lewisham,2013-10-01,16
E09000024,Merton,2013-10-01,14
E09000025,Newham,2013-10-01,5
E09000026,Redbridge,2013-10-01,9
E09000027,Richmond upon Thames,2013-10-01,35
E09000028,Southwark,2013-10-01,30
E09000029,Sutton,2013-10-01,9
E09000030,Tower Hamlets,2013-10-01,10
E09000031,Waltham Forest,2013-10-01,7
E09000032,Wandsworth,2013-10-01,45
E09000033,Westminster,2013-10-01,126
E09000002,Barking and Dagenham,2014-01-01,0
E09000003,Barnet,2014-01-01,126
E09000004,Bexley,2014-01-01,15
E09000005,Brent,2014-01-01,51
E09000006,Bromley,2014-01-01,35
E09000007,Camden,2014-01-01,154
E09000001,City of London,2014-01-01,0
E09000008,Croydon,2014-01-01,24
E09000009,Ealing,2014-01-01,37
E09000010,Enfield,2014-01-01,17
E09000011,Greenwich,2014-01-01,12
E09000012,Hackney,2014-01-01,23
E09000013,Hammersmith and Fulham,2014-01-01,38
E09000014,Haringey,2014-01-01,42
E09000015,Harrow,2014-01-01,21
E09000016,Havering,2014-01-01,10
E09000017,Hillingdon,2014-01-01,28
E09000018,Hounslow,2014-01-01,21
E09000019,Islington,2014-01-01,41
E09000020,Kensington and Chelsea,2014-01-01,62
E09000021,Kingston upon Thames,2014-01-01,18
E09000022,Lambeth,2014-01-01,27
E09000023,Lewisham,2014-01-01,16
E09000024,Merton,2014-01-01,18
E09000025,Newham,2014-01-01,6
E09000026,Redbridge,2014-01-01,11
E09000027,Richmond upon Thames,2014-01-01,31
E09000028,Southwark,2014-01-01,34
E09000029,Sutton,2014-01-01,9
E09000030,Tower Hamlets,2014-01-01,10
E09000031,Waltham Forest,2014-01-01,9
E09000032,Wandsworth,2014-01-01,50
E09000033,Westminster,2014-01-01,123
E09000002,Barking and Dagenham,2014-04-01,0
E09000003,Barnet,2014-04-01,143
E09000004,Bexley,2014-04-01,17
E09000005,Brent,2014-04-01,54
E09000006,Bromley,2014-04-01,39
E09000007,Camden,2014-04-01,161
E09000001,City of London,2014-04-01,0
E09000008,Croydon,2014-04-01,28
E09000009,Ealing,2014-04-01,44
E09000010,Enfield,2014-04-01,23
E09000011,Greenwich,2014-04-01,14
E09000012,Hackney,2014-04-01,23
E09000013,Hammersmith and Fulham,2014-04-01,36
E09000014,Haringey,2014-04-01,48
E09000015,Harrow,2014-04-01,23
E09000016,Havering,2014-04-01,12
E09000017,Hillingdon,2014-04-01,28
E09000018,Hounslow,2014-04-01,24
E09000019,Islington,2014-04-01,42
E09000020,Kensington and Chelsea,2014-04-01,73
E09000021,Kingston upon Thames,2014-04-01,19
E09000022,Lambeth,2014-04-01,26
E09000023,Lewisham,2014-04-01,17
E09000024,Merton,2014-04-01,20
E09000025,Newham,2014-04-01,6
E09000026,Redbridge,2014-04-01,14
E09000027,Richmond upon Thames,2014-04-01,35
E09000028,Southwark,2014-04-01,33
E09000029,Sutton,2014-04-01,12
E09000030,Tower Hamlets,2014-04-01,12
E09000031,Waltham Forest,2014-04-01,10
E09000032,Wandsworth,2014-04-01,56
E09000033,Westminster,2014-04-01,128
E09000002,Barking and Dagenham,2014-07-01,8
E09000003,Barnet,2014-07-01,155
E09000004,Bexley,2014-07-01,20
E09000005,Brent,2014-07-01,62
E09000006,Bromley,2014-07-01,46
E09000007,Camden,2014-07-01,164
E09000001,City of London,2014-07-01,5
E09000008,Croydon,2014-07-01,30
E09000009,Ealing,2014-07-01,58
E09000010,Enfield,2014-07-01,27
E09000011,Greenwich,2014-07-01,17
E09000012,Hackney,2014-07-01,23
E09000013,Hammersmith and Fulham,2014-07-01,38
E09000014,Haringey,2014-07-01,50
E09000015,Harrow,2014-07-01,27
E09000016,Havering,2014-07-01,20
E09000017,Hillingdon,2014-07-01,35
E09000018,Hounslow,2014-07-01,25
E09000019,Islington,2014-07-01,44
E09000020,Kensington and Chelsea,2014-07-01,87
E09000021,Kingston upon Thames,2014-07-01,19
E09000022,Lambeth,2014-07-01,28
E09000023,Lewisham,2014-07-01,17
E09000024,Merton,2014-07-01,19
E09000025,Newham,2014-07-01,0
E09000026,Redbridge,2014-07-01,22
E09000027,Richmond upon Thames,2014-07-01,40
E09000028,Southwark,2014-07-01,35
E09000029,Sutton,2014-07-01,22
E09000030,Tower Hamlets,2014-07-01,13
E09000031,Waltham Forest,2014-07-01,13
E09000032,Wandsworth,2014-07-01,59
E09000033,Westminster,2014-07-01,135
E09000002,Barking and Dagenham,2014-10-01,8
E09000003,Barnet,2014-10-01,175
E09000004,Bexley,2014-10-01,17
E09000005,Brent,2014-10-01,66
E09000006,Bromley,2014-10-01,60
E09000007,Camden,2014-10-01,169
E09000001,City of London,2014-10-01,6
E09000008,Croydon,2014-10-01,30
E09000009,Ealing,2014-10-01,62
E09000010,Enfield,2014-10-01,32
E09000011,Greenwich,2014-10-01,18
E09000012,Hackney,2014-10-01,21
E09000013,Hammersmith and Fulham,2014-10-01,42
E09000014,Haringey,2014-10-01,51
E09000015,Harrow,2014-10-01,31
E09000016,Havering,2014-10-01,24
E09000017,Hillingdon,2014-10-01,40
E09000018,Hounslow,2014-10-01,36
E09000019,Islington,2014-10-01,43
E09000020,Kensington and Chelsea,2014-10-01,102
E09000021,Kingston upon Thames,2014-10-01,22
E09000022,Lambeth,2014-10-01,28
E09000023,Lewisham,2014-10-01,21
E09000024,Merton,2014-10-01,23
E09000025,Newham,2014-10-01,0
E09000026,Redbridge,2014-10-01,30
E09000027,Richmond upon Thames,2014-10-01,41
E09000028,Southwark,2014-10-01,32
E09000029,Sutton,2014-10-01,23
E09000030,Tower Hamlets,2014-10-01,13
E09000031,Waltham Forest,2014-10-01,16
E09000032,Wandsworth,2014-10-01,63
E09000033,Westminster,2014-10-01,152
E09000002,Barking and Dagenham,2015-01-01,11
E09000003,Barnet,2015-01-01,193
E09000004,Bexley,2015-01-01,24
E09000005,Brent,2015-01-01,73
E09000006,Bromley,2015-01-01,65
E09000007,Camden,2015-01-01,177
E09000001,City of London,2015-01-01,6
E09000008,Croydon,2015-01-01,34
E09000009,Ealing,2015-01-01,66
E09000010,Enfield,2015-01-01,42
E09000011,Greenwich,2015-01-01,20
E09000012,Hackney,2015-01-01,24
E09000013,Hammersmith and Fulham,2015-01-01,45
E09000014,Haringey,2015-01-01,52
E09000015,Harrow,2015-01-01,32
E09000016,Havering,2015-01-01,29
E09000017,Hillingdon,2015-01-01,43
E09000018,Hounslow,2015-01-01,42
E09000019,Islington,2015-01-01,43
E09000020,Kensington and Chelsea,2015-01-01,113
E09000021,Kingston upon Thames,2015-01-01,27
E09000022,Lambeth,2015-01-01,28
E09000023,Lewisham,2015-01-01,24
E09000024,Merton,2015-01-01,26
E09000025,Newham,2015-01-01,0
E09000026,Redbridge,2015-01-01,38
E09000027,Richmond upon Thames,2015-01-01,40
E09000028,Southwark,2015-01-01,32
E09000029,Sutton,2015-01-01,27
E09000030,Tower Hamlets,2015-01-01,17
E09000031,Waltham Forest,2015-01-01,15
E09000032,Wandsworth,2015-01-01,68
E09000033,Westminster,2015-01-01,171
E09000002,Barking and Dagenham,2015-04-01,15
E09000003,Barnet,2015-04-01,206
E09000004,Bexley,2015-04-01,28
E09000005,Brent,2015-04-01,71
E09000006,Bromley,2015-04-01,74
E09000007,Camden,2015-04-01,184
E09000001,City of London,2015-04-01,6
E09000008,Croydon,2015-04-01,37
E09000009,Ealing,2015-04-01,71
E09000010,Enfield,2015-04-01,49
E09000011,Greenwich,2015-04-01,26
E09000012,Hackney,2015-04-01,26
E09000013,Hammersmith and Fulham,2015-04-01,49
E09000014,Haringey,2015-04-01,62
E09000015,Harrow,2015-04-01,42
E09000016,Havering,2015-04-01,37
E09000017,Hillingdon,2015-04-01,48
E09000018,Hounslow,2015-04-01,53
E09000019,Islington,2015-04-01,43
E09000020,Kensington and Chelsea,2015-04-01,117
E09000021,Kingston upon Thames,2015-04-01,31
E09000022,Lambeth,2015-04-01,33
E09000023,Lewisham,2015-04-01,28
E09000024,Merton,2015-04-01,27
E09000025,Newham,2015-04-01,12
E09000026,Redbridge,2015-04-01,52
E09000027,Richmond upon Thames,2015-04-01,44
E09000028,Southwark,2015-04-01,40
E09000029,Sutton,2015-04-01,28
E09000030,Tower Hamlets,2015-04-01,19
E09000031,Waltham Forest,2015-04-01,18
E09000032,Wandsworth,2015-04-01,71
E09000033,Westminster,2015-04-01,171
E09000002,Barking and Dagenham,2015-07-01,15
E09000003,Barnet,2015-07-01,228
E09000004,Bexley,2015-07-01,30
E09000005,Brent,2015-07-01,72
E09000006,Bromley,2015-07-01,77
E09000007,Camden,2015-07-01,195
E09000001,City of London,2015-07-01,7
E09000008,Croydon,2015-07-01,40
E09000009,Ealing,2015-07-01,75
E09000010,Enfield,2015-07-01,49
E09000011,Greenwich,2015-07-01,36
E09000012,Hackney,2015-07-01,29
E09000013,Hammersmith and Fulham,2015-07-01,52
E09000014,Haringey,2015-07-01,63
E09000015,Harrow,2015-07-01,49
E09000016,Havering,2015-07-01,37
E09000017,Hillingdon,2015-07-01,72
E09000018,Hounslow,2015-07-01,50
E09000019,Islington,2015-07-01,44
E09000020,Kensington and Chelsea,2015-07-01,118
E09000021,Kingston upon Thames,2015-07-01,36
E09000022,Lambeth,2015-07-01,35
E09000023,Lewisham,2015-07-01,28
E09000024,Merton,2015-07-01,32
E09000025,Newham,2015-07-01,16
E09000026,Redbridge,2015-07-01,56
E09000027,Richmond upon Thames,2015-07-01,54
E09000028,Southwark,2015-07-01,50
E09000029,Sutton,2015-07-01,26
E09000030,Tower Hamlets,2015-07-01,21
E09000031,Waltham Forest,2015-07-01,22
E09000032,Wandsworth,2015-07-01,76
E09000033,Westminster,2015-07-01,177
E09000002,Barking and Dagenham,2015-10-01,15
E09000003,Barnet,2015-10-01,279
E09000004,Bexley,2015-10-01,32
E09000005,Brent,2015-10-01,87
E09000006,Bromley,2015-10-01,87
E09000007,Camden,2015-10-01,211
E09000001,City of London,2015-10-01,7
E09000008,Croydon,2015-10-01,51
E09000009,Ealing,2015-10-01,86
E09000010,Enfield,2015-10-01,59
E09000011,Greenwich,2015-10-01,37
E09000012,Hackney,2015-10-01,35
E09000013,Hammersmith and Fulham,2015-10-01,52
E09000014,Haringey,2015-10-01,69
E09000015,Harrow,2015-10-01,55
E09000016,Havering,2015-10-01,37
E09000017,Hillingdon,2015-10-01,80
E09000018,Hounslow,2015-10-01,53
E09000019,Islington,2015-10-01,47
E09000020,Kensington and Chelsea,2015-10-01,136
E09000021,Kingston upon Thames,2015-10-01,40
E09000022,Lambeth,2015-10-01,38
E09000023,Lewisham,2015-10-01,31
E09000024,Merton,2015-10-01,35
E09000025,Newham,2015-10-01,20
E09000026,Redbridge,2015-10-01,65
E09000027,Richmond upon Thames,2015-10-01,54
E09000028,Southwark,2015-10-01,52
E09000029,Sutton,2015-10-01,28
E09000030,Tower Hamlets,2015-10-01,23
E09000031,Waltham Forest,2015-10-01,25
E09000032,Wandsworth,2015-10-01,83
E09000033,Westminster,2015-10-01,195
E09000002,Barking and Dagenham,2016-01-01,20
E09000003,Barnet,2016-01-01,300
E09000004,Bexley,2016-01-01,35
E09000005,Brent,2016-01-01,93
E09000006,Bromley,2016-01-01,98
E09000007,Camden,2016-01-01,224
E09000001,City of London,2016-01-01,6
E09000008,Croydon,2016-01-01,55
E09000009,Ealing,2016-01-01,93
E09000010,Enfield,2016-01-01,66
E09000011,Greenwich,2016-01-01,36
E09000012,Hackney,2016-01-01,39
E09000013,Hammersmith and Fulham,2016-01-01,62
E09000014,Haringey,2016-01-01,81
E09000015,Harrow,2016-01-01,66
E09000016,Havering,2016-01-01,49
E09000017,Hillingdon,2016-01-01,81
E09000018,Hounslow,2016-01-01,57
E09000019,Islington,2016-01-01,50
E09000020,Kensington and Chelsea,2016-01-01,150
E09000021,Kingston upon Thames,2016-01-01,45
E09000022,Lambeth,2016-01-01,42
E09000023,Lewisham,2016-01-01,35
E09000024,Merton,2016-01-01,38
E09000025,Newham,2016-01-01,24
E09000026,Redbridge,2016-01-01,69
E09000027,Richmond upon Thames,2016-01-01,66
E09000028,Southwark,2016-01-01,52
E09000029,Sutton,2016-01-01,32
E09000030,Tower Hamlets,2016-01-01,24
E09000031,Waltham Forest,2016-01-01,28
E09000032,Wandsworth,2016-01-01,82
E09000033,Westminster,2016-01-01,202
E09000002,Barking and Dagenham,2016-04-01,25
E09000003,Barnet,2016-04-01,338
E09000004,Bexley,2016-04-01,44
E09000005,Brent,2016-04-01,102
E09000006,Bromley,2016-04-01,108
E09000007,Camden,2016-04-01,233
E09000001,City of London,2016-04-01,9
E09000008,Croydon,2016-04-01,56
E09000009,Ealing,2016-04-01,94
E09000010,Enfield,2016-04-01,72
E09000011,Greenwich,2016-04-01,39
E09000012,Hackney,2016-04-01,41
E09000013,Hammersmith and Fulham,2016-04-01,64
E09000014,Haringey,2016-04-01,89
E09000015,Harrow,2016-04-01,75
E09000016,Havering,2016-04-01,55
E09000017,Hillingdon,2016-04-01,85
E09000018,Hounslow,2016-04-01,66
E09000019,Islington,2016-04-01,54
E09000020,Kensington and Chelsea,2016-04-01,161
E09000021,Kingston upon Thames,2016-04-01,51
E09000022,Lambeth,2016-04-01,45
E09000023,Lewisham,2016-04-01,42
E09000024,Merton,2016-04-01,42
E09000025,Newham,2016-04-01,27
E09000026,Redbridge,2016-04-01,71
E09000027,Richmond upon Thames,2016-04-01,67
E09000028,Southwark,2016-04-01,58
E09000029,Sutton,2016-04-01,38
E09000030,Tower Hamlets,2016-04-01,23
E09000031,Waltham Forest,2016-04-01,32
E09000032,Wandsworth,2016-04-01,87
E09000033,Westminster,2016-04-01,218
E09000002,Barking and Dagenham,2016-07-01,41
E09000003,Barnet,2016-07-01,367
E09000004,Bexley,2016-07-01,52
E09000005,Brent,2016-07-01,109
E09000006,Bromley,2016-07-01,122
E09000007,Camden,2016-07-01,244
E09000001,City of London,2016-07-01,9
E09000008,Croydon,2016-07-01,62
E09000009,Ealing,2016-07-01,104
E09000010,Enfield,2016-07-01,81
E09000011,Greenwich,2016-07-01,47
E09000012,Hackney,2016-07-01,47
E09000013,Hammersmith and Fulham,2016-07-01,74
E09000014,Haringey,2016-07-01,97
E09000015,Harrow,2016-07-01,81
E09000016,Havering,2016-07-01,55
E09000017,Hillingdon,2016-07-01,67
E09000018,Hounslow,2016-07-01,69
E09000019,Islington,2016-07-01,61
E09000020,Kensington and Chelsea,2016-07-01,179
E09000021,Kingston upon Thames,2016-07-01,63
E09000022,Lambeth,2016-07-01,47
E09000023,Lewisham,2016-07-01,50
E09000024,Merton,2016-07-01,46
E09000025,Newham,2016-07-01,30
E09000026,Redbridge,2016-07-01,83
E09000027,Richmond upon Thames,2016-07-01,72
E09000028,Southwark,2016-07-01,66
E09000029,Sutton,2016-07-01,47
E09000030,Tower Hamlets,2016-07-01,23
E09000031,Waltham Forest,2016-07-01,38
E09000032,Wandsworth,2016-07-01,95
E09000033,Westminster,2016-07-01,248
E09000002,Barking and Dagenham,2016-10-01,40
E09000003,Barnet,2016-10-01,399
E09000004,Bexley,2016-10-01,52
E09000005,Brent,2016-10-01,113
E09000006,Bromley,2016-10-01,126
E09000007,Camden,2016-10-01,245
E09000001,City of London,2016-10-01,8
E09000008,Croydon,2016-10-01,65
E09000009,Ealing,2016-10-01,111
E09000010,Enfield,2016-10-01,81
E09000011,Greenwich,2016-10-01,51
E09000012,Hackney,2016-10-01,52
E09000013,Hammersmith and Fulham,2016-10-01,78
E09000014,Haringey,2016-10-01,104
E09000015,Harrow,2016-10-01,90
E09000016,Havering,2016-10-01,60
E09000017,Hillingdon,2016-10-01,69
E09000018,Hounslow,2016-10-01,75
E09000019,Islington,2016-10-01,63
E09000020,Kensington and Chelsea,2016-10-01,184
E09000021,Kingston upon Thames,2016-10-01,69
E09000022,Lambeth,2016-10-01,50
E09000023,Lewisham,2016-10-01,56
E09000024,Merton,2016-10-01,50
E09000025,Newham,2016-10-01,29
E09000026,Redbridge,2016-10-01,86
E09000027,Richmond upon Thames,2016-10-01,78
E09000028,Southwark,2016-10-01,76
E09000029,Sutton,2016-10-01,47
E09000030,Tower Hamlets,2016-10-01,29
E09000031,Waltham Forest,2016-10-01,40
E09000032,Wandsworth,2016-10-01,97
E09000033,Westminster,2016-10-01,260
